idMouvement,dateMouvement,descriptionCompte,nomBanque,nomTiers,nomCategorie,nomSousCategorie,montant
1301,2024-05-08,Compte 1,Banque B,Animalis,Animaux,,-86.41
2053,2024-05-09,Compte 1,Banque B,SFR,Téléphone,,-36.04
483,2024-05-09,Compte 2,Banque A,Uber,Transport,,-50.24
1661,2024-05-09,Compte 1,Banque B,Impôts,Impôts,,-1702.74
1821,2024-05-09,Compte 3,Banque C,Impôts,Impôts,,-1557.93
1335,2024-05-09,Compte 3,Banque C,Allianz,Assurance,,-54.37
2402,2024-05-10,Compte 2,Banque A,Banque Postale,Frais bancaires,,-9.16
152,2024-05-10,Compte 2,Banque A,Divers,Divers,,-20.72
643,2024-05-10,Compte 3,Banque C,Impôts,Impôts,,-1651.71
1695,2024-05-11,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-11.06
77,2024-05-11,Compte 2,Banque A,Entreprise A,Salaire,,2118.67
821,2024-05-11,Compte 1,Banque B,Auchan,Alimentation,,-77.78
1288,2024-05-12,Compte 2,Banque A,Mutuelle,Remboursement,,106.83
118,2024-05-12,Compte 3,Banque C,Free,Internet,,-26.85
2165,2024-05-12,Compte 2,Banque A,Netflix,Loisir,,-39.63
765,2024-05-12,Compte 1,Banque B,Auchan,Alimentation,,-48.82
202,2024-05-12,Compte 3,Banque C,Hôpital,Santé,,-36.99
2616,2024-05-12,Compte 2,Banque A,Hôpital,Santé,,-118.62
2588,2024-05-15,Compte 3,Banque C,AXA,Assurance,,-75.88
2698,2024-05-15,Compte 1,Banque B,Orchestra,Enfants,,-125.44
2144,2024-05-16,Compte 1,Banque B,Animalis,Animaux,,-53.67
2901,2024-05-16,Compte 3,Banque C,Banque Postale,Frais bancaires,,-4.77
1129,2024-05-16,Compte 1,Banque B,Divers,Divers,,-64.35
18,2024-05-16,Compte 1,Banque B,Zalando,Cadeau,,-158.89
1877,2024-05-16,Compte 2,Banque A,Mutuelle,Remboursement,,198.88
1364,2024-05-16,Compte 1,Banque B,DAB,Retrait,,-163.23
1396,2024-05-17,Compte 3,Banque C,DAB,Retrait,,-295.14
2102,2024-05-18,Compte 1,Banque B,JouetClub,Enfants,,-17.78
1430,2024-05-18,Compte 3,Banque C,H&M,Vêtements,,-82.07
2973,2024-05-18,Compte 2,Banque A,Orange,Internet,,-34.53
2526,2024-05-18,Compte 2,Banque A,DAB,Retrait,,-40.39
683,2024-05-18,Compte 2,Banque A,Livret A,Épargne,,457.15
284,2024-05-18,Compte 3,Banque C,Banque Postale,Frais bancaires,,-6.82
55,2024-05-19,Compte 3,Banque C,Orchestra,Enfants,,-118.45
2068,2024-05-19,Compte 1,Banque B,AXA,Assurance,,-57.87
1749,2024-05-20,Compte 1,Banque B,Airbnb,Vacances,,-347.53
167,2024-05-20,Compte 2,Banque A,Entreprise A,Salaire,,2062.34
1451,2024-05-21,Compte 1,Banque B,Fnac,Cadeau,,-39.31
1224,2024-05-21,Compte 1,Banque B,Animalis,Animaux,,-91.09
2320,2024-05-21,Compte 3,Banque C,PEL,Épargne,,492.9
1420,2024-05-21,Compte 3,Banque C,Orange,Téléphone,,-44.19
1641,2024-05-22,Compte 2,Banque A,Blablacar,Transport,,-51.08
2887,2024-05-22,Compte 2,Banque A,CPAM,Remboursement,,100.96
976,2024-05-22,Compte 1,Banque B,Loyer,Logement,,-420.11
2731,2024-05-22,Compte 2,Banque A,H&M,Vêtements,,-202.35
1916,2024-05-22,Compte 2,Banque A,Divers,Divers,,-41.33
1053,2024-05-23,Compte 1,Banque B,Entreprise B,Salaire,,2254.03
414,2024-05-23,Compte 2,Banque A,Truffaut,Animaux,,-57.3
548,2024-05-24,Compte 1,Banque B,SFR,Internet,,-23.81
2591,2024-05-24,Compte 3,Banque C,PEL,Épargne,,408.86
1719,2024-05-24,Compte 3,Banque C,Amazon,Cadeau,,-110.53
2173,2024-05-24,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-11.77
2233,2024-05-24,Compte 3,Banque C,Free,Internet,,-31.87
2992,2024-05-24,Compte 1,Banque B,SNCF,Transport,,-71.2
258,2024-05-25,Compte 2,Banque A,Expedia,Vacances,,-159.53
767,2024-05-25,Compte 2,Banque A,Intermarché,Alimentation,,-93.74
2584,2024-05-25,Compte 1,Banque B,Mutuelle,Remboursement,,168.56
1436,2024-05-25,Compte 2,Banque A,Hôpital,Santé,,-41.44
1159,2024-05-25,Compte 1,Banque B,URSSAF,Impôts,,-251.53
1056,2024-05-25,Compte 2,Banque A,Entreprise A,Salaire,,2196.81
112,2024-05-26,Compte 1,Banque B,Divers,Divers,,-78.09
1,2024-05-27,Compte 1,Banque B,Orchestra,Enfants,,-98.89
1452,2024-05-27,Compte 2,Banque A,Intermarché,Alimentation,,-75.26
1743,2024-05-28,Compte 3,Banque C,Truffaut,Animaux,,-48.47
197,2024-05-28,Compte 1,Banque B,Orange,Téléphone,,-43.14
2718,2024-05-28,Compte 2,Banque A,Pharmacie,Santé,,-58.08
1655,2024-05-28,Compte 3,Banque C,SFR,Téléphone,,-10.93
2651,2024-05-28,Compte 3,Banque C,Mutuelle,Remboursement,,221.24
323,2024-05-28,Compte 1,Banque B,Bowling,Loisir,,-75.2
2893,2024-05-29,Compte 1,Banque B,Animalis,Animaux,,-86.09
526,2024-05-29,Compte 3,Banque C,Divers,Divers,,-43.06
1090,2024-05-30,Compte 3,Banque C,Zara,Vêtements,,-119.48
2103,2024-05-31,Compte 2,Banque A,Expedia,Vacances,,-788.84
132,2024-05-31,Compte 1,Banque B,Hôpital,Santé,,-37.61
1169,2024-06-01,Compte 2,Banque A,Bouygues,Téléphone,,-33.41
728,2024-06-01,Compte 3,Banque C,Engie,Logement,,-802.75
2445,2024-06-01,Compte 3,Banque C,Bouygues,Téléphone,,-18.29
1471,2024-06-01,Compte 1,Banque B,Cinéma,Loisir,,-95.85
1684,2024-06-02,Compte 1,Banque B,Orange,Téléphone,,-15.11
1840,2024-06-03,Compte 3,Banque C,Hôpital,Santé,,-34.72
1493,2024-06-03,Compte 2,Banque A,Bowling,Loisir,,-99.4
849,2024-06-03,Compte 3,Banque C,Divers,Divers,,-7.9
2399,2024-06-03,Compte 2,Banque A,Orchestra,Enfants,,-46.98
2533,2024-06-04,Compte 1,Banque B,DAB,Retrait,,-286.01
1867,2024-06-04,Compte 1,Banque B,Mutuelle,Remboursement,,54.41
624,2024-06-04,Compte 1,Banque B,Animalis,Animaux,,-91.05
1628,2024-06-05,Compte 1,Banque B,DAB,Retrait,,-272.28
2092,2024-06-05,Compte 1,Banque B,Impôts,Impôts,,-1942.23
2055,2024-06-05,Compte 3,Banque C,Entreprise A,Salaire,,2769.87
512,2024-06-06,Compte 2,Banque A,Animalis,Animaux,,-91.84
295,2024-06-06,Compte 3,Banque C,Allianz,Assurance,,-51.57
49,2024-06-07,Compte 3,Banque C,Livret A,Épargne,,347.51
724,2024-06-07,Compte 2,Banque A,Orange,Internet,,-47.25
491,2024-06-08,Compte 1,Banque B,Doctolib,Santé,,-105.41
1500,2024-06-08,Compte 2,Banque A,Uber,Transport,,-55.28
1859,2024-06-09,Compte 3,Banque C,Allianz,Assurance,,-90.3
2870,2024-06-09,Compte 3,Banque C,Divers,Divers,,-88.35
2015,2024-06-09,Compte 1,Banque B,Divers,Divers,,-51.22
1586,2024-06-10,Compte 3,Banque C,Bowling,Loisir,,-16.93
1954,2024-06-10,Compte 3,Banque C,Orange,Internet,,-29.64
2148,2024-06-10,Compte 3,Banque C,H&M,Vêtements,,-71.09
729,2024-06-11,Compte 3,Banque C,Truffaut,Animaux,,-74.8
2122,2024-06-11,Compte 3,Banque C,DAB,Retrait,,-211.98
1360,2024-06-11,Compte 1,Banque B,JouetClub,Enfants,,-141.27
872,2024-06-11,Compte 2,Banque A,Blablacar,Transport,,-20.75
867,2024-06-11,Compte 1,Banque B,Entreprise A,Salaire,,2690.28
2138,2024-06-11,Compte 3,Banque C,Orchestra,Enfants,,-65.66
2764,2024-06-11,Compte 1,Banque B,Lidl,Alimentation,,-160.71
1709,2024-06-11,Compte 2,Banque A,Auchan,Alimentation,,-151.18
1618,2024-06-11,Compte 2,Banque A,Mutuelle,Remboursement,,165.99
638,2024-06-12,Compte 3,Banque C,SNCF,Transport,,-32.5
1316,2024-06-12,Compte 3,Banque C,Bowling,Loisir,,-51.85
172,2024-06-13,Compte 3,Banque C,Booking,Vacances,,-348.37
2450,2024-06-13,Compte 1,Banque B,Zara,Vêtements,,-116.69
2458,2024-06-13,Compte 2,Banque A,Free,Internet,,-36.8
532,2024-06-14,Compte 3,Banque C,AXA,Assurance,,-21.82
2978,2024-06-14,Compte 2,Banque A,Fnac,Cadeau,,-104.96
1267,2024-06-15,Compte 1,Banque B,EDF,Logement,,-658.16
16,2024-06-15,Compte 1,Banque B,Free,Internet,,-42.36
677,2024-06-16,Compte 3,Banque C,Livret A,Épargne,,141.21
2714,2024-06-16,Compte 3,Banque C,Blablacar,Transport,,-17.53
368,2024-06-16,Compte 3,Banque C,Engie,Logement,,-804.37
1712,2024-06-16,Compte 3,Banque C,EDF,Logement,,-570.63
2107,2024-06-16,Compte 2,Banque A,DAB,Retrait,,-171.76
934,2024-06-16,Compte 1,Banque B,Zalando,Cadeau,,-129.32
875,2024-06-16,Compte 2,Banque A,Blablacar,Transport,,-26.11
567,2024-06-16,Compte 3,Banque C,Zara,Vêtements,,-125.44
665,2024-06-17,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-13.4
740,2024-06-17,Compte 3,Banque C,Divers,Divers,,-23.46
599,2024-06-18,Compte 1,Banque B,Banque Postale,Frais bancaires,,-5.74
649,2024-06-18,Compte 2,Banque A,Impôts,Impôts,,-1576.97
1148,2024-06-19,Compte 2,Banque A,Orange,Téléphone,,-44.89
2195,2024-06-19,Compte 2,Banque A,Blablacar,Transport,,-77.2
2431,2024-06-20,Compte 1,Banque B,Cinéma,Loisir,,-91.4
2220,2024-06-20,Compte 3,Banque C,Expedia,Vacances,,-973.88
750,2024-06-21,Compte 1,Banque B,CPAM,Remboursement,,296.21
770,2024-06-21,Compte 2,Banque A,Livret A,Épargne,,407.0
2987,2024-06-22,Compte 1,Banque B,Expedia,Vacances,,-695.93
1858,2024-06-22,Compte 3,Banque C,Bowling,Loisir,,-73.67
2615,2024-06-22,Compte 1,Banque B,Amazon,Cadeau,,-135.7
2944,2024-06-22,Compte 2,Banque A,Divers,Divers,,-81.38
803,2024-06-22,Compte 1,Banque B,Engie,Logement,,-617.09
479,2024-06-23,Compte 1,Banque B,Impôts,Impôts,,-868.52
1536,2024-06-24,Compte 2,Banque A,Engie,Logement,,-699.61
2931,2024-06-24,Compte 2,Banque A,Livret A,Épargne,,362.45
2785,2024-06-24,Compte 3,Banque C,Truffaut,Animaux,,-89.63
306,2024-06-24,Compte 1,Banque B,Spotify,Loisir,,-55.69
1228,2024-06-24,Compte 2,Banque A,DAB,Retrait,,-237.64
2308,2024-06-24,Compte 3,Banque C,Booking,Vacances,,-180.71
1605,2024-06-25,Compte 1,Banque B,Lidl,Alimentation,,-102.28
2985,2024-06-25,Compte 3,Banque C,Blablacar,Transport,,-27.29
2311,2024-06-26,Compte 1,Banque B,Uber,Transport,,-67.3
1219,2024-06-26,Compte 1,Banque B,Netflix,Loisir,,-77.01
2970,2024-06-26,Compte 2,Banque A,Free,Internet,,-27.63
2374,2024-06-27,Compte 3,Banque C,Truffaut,Animaux,,-32.82
1145,2024-06-28,Compte 1,Banque B,Engie,Logement,,-416.36
1597,2024-06-28,Compte 3,Banque C,Blablacar,Transport,,-55.66
51,2024-06-29,Compte 2,Banque A,EDF,Logement,,-633.12
154,2024-06-29,Compte 3,Banque C,Orange,Téléphone,,-44.94
781,2024-06-29,Compte 2,Banque A,DAB,Retrait,,-53.09
1642,2024-06-30,Compte 3,Banque C,Zalando,Cadeau,,-133.83
1195,2024-06-30,Compte 3,Banque C,CPAM,Remboursement,,191.35
1472,2024-06-30,Compte 2,Banque A,Amazon,Cadeau,,-83.87
426,2024-06-30,Compte 2,Banque A,Lidl,Alimentation,,-77.73
1865,2024-06-30,Compte 1,Banque B,Divers,Divers,,-8.65
262,2024-07-01,Compte 2,Banque A,SNCF,Transport,,-33.0
2936,2024-07-01,Compte 1,Banque B,Divers,Divers,,-50.83
2143,2024-07-01,Compte 1,Banque B,Orange,Internet,,-22.45
923,2024-07-01,Compte 1,Banque B,EDF,Logement,,-602.67
612,2024-07-01,Compte 2,Banque A,Entreprise A,Salaire,,2597.1
100,2024-07-02,Compte 3,Banque C,Impôts,Impôts,,-210.25
1398,2024-07-03,Compte 2,Banque A,Auchan,Alimentation,,-60.33
2552,2024-07-03,Compte 2,Banque A,JouetClub,Enfants,,-129.59
2019,2024-07-03,Compte 2,Banque A,Loyer,Logement,,-652.46
842,2024-07-03,Compte 3,Banque C,Booking,Vacances,,-898.04
1768,2024-07-04,Compte 3,Banque C,Mutuelle,Remboursement,,200.91
2238,2024-07-04,Compte 1,Banque B,Divers,Divers,,-62.66
347,2024-07-04,Compte 3,Banque C,SFR,Téléphone,,-47.52
1612,2024-07-04,Compte 1,Banque B,Zara,Vêtements,,-245.49
2598,2024-07-04,Compte 3,Banque C,URSSAF,Impôts,,-400.82
29,2024-07-05,Compte 1,Banque B,Netflix,Loisir,,-48.67
2824,2024-07-05,Compte 2,Banque A,Animalis,Animaux,,-45.79
2353,2024-07-06,Compte 2,Banque A,AXA,Assurance,,-55.09
1498,2024-07-06,Compte 1,Banque B,Divers,Divers,,-16.01
2417,2024-07-06,Compte 3,Banque C,Intermarché,Alimentation,,-45.66
1233,2024-07-06,Compte 1,Banque B,Carrefour,Alimentation,,-94.0
1064,2024-07-06,Compte 3,Banque C,Pharmacie,Santé,,-68.76
2163,2024-07-06,Compte 3,Banque C,Engie,Logement,,-740.73
274,2024-07-07,Compte 3,Banque C,Hôpital,Santé,,-101.41
2623,2024-07-08,Compte 1,Banque B,AXA,Assurance,,-66.25
1046,2024-07-08,Compte 1,Banque B,Animalis,Animaux,,-28.99
2699,2024-07-08,Compte 3,Banque C,URSSAF,Impôts,,-250.49
824,2024-07-09,Compte 1,Banque B,SFR,Téléphone,,-13.52
2667,2024-07-10,Compte 1,Banque B,Fnac,Cadeau,,-195.04
2327,2024-07-10,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-8.76
2124,2024-07-11,Compte 2,Banque A,Truffaut,Animaux,,-45.93
589,2024-07-11,Compte 1,Banque B,Fnac,Cadeau,,-67.72
2670,2024-07-11,Compte 3,Banque C,SNCF,Transport,,-74.94
617,2024-07-12,Compte 3,Banque C,JouetClub,Enfants,,-104.58
1619,2024-07-13,Compte 1,Banque B,Entreprise C,Salaire,,2008.66
488,2024-07-13,Compte 1,Banque B,Engie,Logement,,-349.4
654,2024-07-14,Compte 2,Banque A,EDF,Logement,,-742.55
625,2024-07-14,Compte 2,Banque A,Entreprise C,Salaire,,2568.96
1589,2024-07-14,Compte 1,Banque B,SFR,Téléphone,,-42.66
2933,2024-07-15,Compte 1,Banque B,EDF,Logement,,-430.12
2488,2024-07-16,Compte 1,Banque B,Netflix,Loisir,,-90.93
702,2024-07-17,Compte 2,Banque A,Hôpital,Santé,,-132.13
2147,2024-07-18,Compte 3,Banque C,Impôts,Impôts,,-1223.21
2141,2024-07-18,Compte 3,Banque C,Divers,Divers,,-81.85
504,2024-07-18,Compte 3,Banque C,PEL,Épargne,,225.82
2515,2024-07-18,Compte 1,Banque B,Entreprise A,Salaire,,2238.39
345,2024-07-18,Compte 3,Banque C,Impôts,Impôts,,-1209.64
929,2024-07-19,Compte 3,Banque C,SFR,Internet,,-38.94
1904,2024-07-20,Compte 3,Banque C,DAB,Retrait,,-109.74
2416,2024-07-20,Compte 2,Banque A,Divers,Divers,,-91.84
2047,2024-07-21,Compte 1,Banque B,CPAM,Remboursement,,164.99
2236,2024-07-22,Compte 1,Banque B,Netflix,Loisir,,-96.03
1389,2024-07-22,Compte 1,Banque B,Mutuelle,Remboursement,,88.69
2392,2024-07-23,Compte 2,Banque A,Impôts,Impôts,,-967.81
481,2024-07-23,Compte 2,Banque A,Divers,Divers,,-39.93
2878,2024-07-23,Compte 2,Banque A,Truffaut,Animaux,,-85.87
2761,2024-07-23,Compte 1,Banque B,Loyer,Logement,,-335.98
716,2024-07-23,Compte 2,Banque A,Uniqlo,Vêtements,,-208.32
2344,2024-07-24,Compte 2,Banque A,Mutuelle,Remboursement,,109.51
459,2024-07-24,Compte 1,Banque B,Pharmacie,Santé,,-58.28
1313,2024-07-24,Compte 3,Banque C,JouetClub,Enfants,,-26.23
124,2024-07-25,Compte 3,Banque C,Mutuelle,Remboursement,,267.24
2418,2024-07-25,Compte 3,Banque C,Loyer,Logement,,-715.78
834,2024-07-25,Compte 3,Banque C,Orange,Téléphone,,-44.66
1263,2024-07-25,Compte 2,Banque A,MAIF,Assurance,,-104.62
714,2024-07-25,Compte 1,Banque B,Divers,Divers,,-9.77
2635,2024-07-25,Compte 2,Banque A,Bouygues,Téléphone,,-15.33
626,2024-07-25,Compte 1,Banque B,AXA,Assurance,,-112.95
1806,2024-07-25,Compte 3,Banque C,Pharmacie,Santé,,-85.37
1600,2024-07-26,Compte 2,Banque A,DAB,Retrait,,-201.81
185,2024-07-26,Compte 3,Banque C,MAIF,Assurance,,-54.74
895,2024-07-26,Compte 2,Banque A,Carrefour,Alimentation,,-89.26
2316,2024-07-26,Compte 1,Banque B,H&M,Vêtements,,-161.73
2971,2024-07-27,Compte 3,Banque C,Mutuelle,Remboursement,,18.21
1427,2024-07-27,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-7.89
1555,2024-07-27,Compte 3,Banque C,Banque Postale,Frais bancaires,,-2.03
1772,2024-07-28,Compte 2,Banque A,Livret A,Épargne,,123.87
2475,2024-07-28,Compte 1,Banque B,Fnac,Cadeau,,-34.43
608,2024-07-28,Compte 1,Banque B,Cinéma,Loisir,,-25.73
2524,2024-07-28,Compte 2,Banque A,Orange,Internet,,-26.0
2032,2024-07-28,Compte 1,Banque B,Carrefour,Alimentation,,-126.86
2960,2024-07-29,Compte 2,Banque A,Truffaut,Animaux,,-35.51
2543,2024-07-29,Compte 2,Banque A,Auchan,Alimentation,,-132.0
1135,2024-07-29,Compte 3,Banque C,Livret A,Épargne,,122.95
376,2024-07-29,Compte 1,Banque B,DAB,Retrait,,-97.58
619,2024-07-30,Compte 1,Banque B,Booking,Vacances,,-261.77
1952,2024-07-30,Compte 3,Banque C,CPAM,Remboursement,,214.38
1109,2024-07-30,Compte 2,Banque A,Truffaut,Animaux,,-41.25
1459,2024-07-30,Compte 1,Banque B,AXA,Assurance,,-108.44
2979,2024-07-30,Compte 3,Banque C,AXA,Assurance,,-84.78
1921,2024-07-30,Compte 1,Banque B,Lidl,Alimentation,,-158.38
1701,2024-07-30,Compte 1,Banque B,Divers,Divers,,-30.45
852,2024-07-31,Compte 2,Banque A,Bowling,Loisir,,-12.16
1796,2024-07-31,Compte 2,Banque A,Entreprise B,Salaire,,2193.83
2016,2024-07-31,Compte 3,Banque C,URSSAF,Impôts,,-356.32
2267,2024-07-31,Compte 1,Banque B,Bouygues,Téléphone,,-40.92
2686,2024-07-31,Compte 3,Banque C,DAB,Retrait,,-140.27
464,2024-07-31,Compte 3,Banque C,Bouygues,Téléphone,,-28.01
2983,2024-07-31,Compte 1,Banque B,DAB,Retrait,,-114.21
171,2024-07-31,Compte 2,Banque A,Entreprise A,Salaire,,2383.76
2467,2024-07-31,Compte 2,Banque A,DAB,Retrait,,-206.28
1028,2024-07-31,Compte 1,Banque B,EDF,Logement,,-846.52
103,2024-07-31,Compte 2,Banque A,JouetClub,Enfants,,-147.47
1280,2024-07-31,Compte 2,Banque A,JouetClub,Enfants,,-31.6
2030,2024-08-01,Compte 2,Banque A,Uniqlo,Vêtements,,-196.71
2177,2024-08-01,Compte 1,Banque B,Bowling,Loisir,,-89.87
899,2024-08-01,Compte 2,Banque A,Spotify,Loisir,,-57.08
393,2024-08-01,Compte 1,Banque B,JouetClub,Enfants,,-14.8
2572,2024-08-03,Compte 2,Banque A,URSSAF,Impôts,,-726.8
1767,2024-08-03,Compte 2,Banque A,Zara,Vêtements,,-62.17
2684,2024-08-03,Compte 2,Banque A,Lidl,Alimentation,,-100.29
2134,2024-08-04,Compte 2,Banque A,PEL,Épargne,,212.0
759,2024-08-04,Compte 3,Banque C,Hôpital,Santé,,-130.18
2563,2024-08-04,Compte 1,Banque B,Doctolib,Santé,,-60.95
2830,2024-08-04,Compte 1,Banque B,SNCF,Transport,,-20.49
2266,2024-08-05,Compte 3,Banque C,Free,Internet,,-22.35
2483,2024-08-05,Compte 2,Banque A,Airbnb,Vacances,,-1105.02
1272,2024-08-05,Compte 1,Banque B,Livret A,Épargne,,175.8
2880,2024-08-05,Compte 1,Banque B,Mutuelle,Remboursement,,250.11
974,2024-08-06,Compte 2,Banque A,Allianz,Assurance,,-102.12
1503,2024-08-06,Compte 1,Banque B,Engie,Logement,,-328.13
135,2024-08-07,Compte 3,Banque C,Divers,Divers,,-11.03
1042,2024-08-07,Compte 1,Banque B,Zara,Vêtements,,-130.05
1883,2024-08-08,Compte 3,Banque C,Animalis,Animaux,,-50.26
776,2024-08-08,Compte 3,Banque C,Orchestra,Enfants,,-43.58
797,2024-08-09,Compte 2,Banque A,Pharmacie,Santé,,-37.28
1602,2024-08-09,Compte 1,Banque B,Doctolib,Santé,,-73.38
1236,2024-08-09,Compte 1,Banque B,AXA,Assurance,,-61.95
2636,2024-08-09,Compte 1,Banque B,Entreprise B,Salaire,,2301.16
2361,2024-08-09,Compte 2,Banque A,EDF,Logement,,-309.93
1868,2024-08-10,Compte 2,Banque A,MAIF,Assurance,,-113.32
2410,2024-08-12,Compte 2,Banque A,Blablacar,Transport,,-13.86
2531,2024-08-12,Compte 2,Banque A,Hôpital,Santé,,-28.15
1030,2024-08-13,Compte 3,Banque C,Booking,Vacances,,-477.19
2535,2024-08-13,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-13.16
200,2024-08-13,Compte 3,Banque C,Auchan,Alimentation,,-127.57
1955,2024-08-14,Compte 3,Banque C,Hôpital,Santé,,-23.29
930,2024-08-14,Compte 1,Banque B,Impôts,Impôts,,-1929.63
1596,2024-08-14,Compte 2,Banque A,Entreprise B,Salaire,,2779.25
546,2024-08-14,Compte 3,Banque C,CPAM,Remboursement,,152.07
108,2024-08-14,Compte 3,Banque C,Allianz,Assurance,,-21.76
1930,2024-08-16,Compte 3,Banque C,JouetClub,Enfants,,-63.98
1940,2024-08-16,Compte 2,Banque A,H&M,Vêtements,,-235.11
552,2024-08-16,Compte 1,Banque B,Truffaut,Animaux,,-17.65
1569,2024-08-17,Compte 1,Banque B,JouetClub,Enfants,,-144.98
2756,2024-08-17,Compte 2,Banque A,Divers,Divers,,-54.23
1310,2024-08-18,Compte 1,Banque B,SFR,Internet,,-47.04
474,2024-08-18,Compte 1,Banque B,AXA,Assurance,,-82.42
1733,2024-08-18,Compte 3,Banque C,Mutuelle,Remboursement,,169.3
2443,2024-08-18,Compte 2,Banque A,Truffaut,Animaux,,-24.78
71,2024-08-18,Compte 2,Banque A,Booking,Vacances,,-145.63
496,2024-08-18,Compte 3,Banque C,URSSAF,Impôts,,-1738.42
2499,2024-08-20,Compte 2,Banque A,CPAM,Remboursement,,141.53
1627,2024-08-20,Compte 2,Banque A,Airbnb,Vacances,,-1097.62
2818,2024-08-20,Compte 1,Banque B,PEL,Épargne,,249.75
1397,2024-08-21,Compte 3,Banque C,Amazon,Cadeau,,-163.44
457,2024-08-21,Compte 1,Banque B,Airbnb,Vacances,,-579.81
978,2024-08-22,Compte 2,Banque A,DAB,Retrait,,-206.19
1721,2024-08-22,Compte 2,Banque A,Pharmacie,Santé,,-18.17
1315,2024-08-22,Compte 3,Banque C,AXA,Assurance,,-74.55
699,2024-08-22,Compte 3,Banque C,Booking,Vacances,,-851.6
2547,2024-08-22,Compte 2,Banque A,Mutuelle,Remboursement,,177.15
2217,2024-08-22,Compte 1,Banque B,DAB,Retrait,,-219.34
1654,2024-08-23,Compte 3,Banque C,SFR,Téléphone,,-37.04
232,2024-08-24,Compte 3,Banque C,URSSAF,Impôts,,-1467.51
1489,2024-08-24,Compte 1,Banque B,JouetClub,Enfants,,-85.29
1097,2024-08-24,Compte 1,Banque B,PEL,Épargne,,90.68
1799,2024-08-25,Compte 3,Banque C,Uniqlo,Vêtements,,-142.82
1308,2024-08-26,Compte 2,Banque A,Impôts,Impôts,,-548.04
2049,2024-08-26,Compte 2,Banque A,Truffaut,Animaux,,-62.56
5,2024-08-27,Compte 1,Banque B,Fnac,Cadeau,,-148.32
2772,2024-08-27,Compte 3,Banque C,H&M,Vêtements,,-140.1
1758,2024-08-28,Compte 1,Banque B,Animalis,Animaux,,-53.75
1560,2024-08-28,Compte 3,Banque C,H&M,Vêtements,,-68.48
1971,2024-08-28,Compte 1,Banque B,Entreprise B,Salaire,,2024.67
2585,2024-08-29,Compte 2,Banque A,EDF,Logement,,-315.17
1611,2024-08-29,Compte 1,Banque B,Entreprise A,Salaire,,2389.47
1241,2024-08-29,Compte 1,Banque B,Allianz,Assurance,,-82.48
2022,2024-08-30,Compte 3,Banque C,Engie,Logement,,-687.79
2807,2024-08-30,Compte 3,Banque C,Divers,Divers,,-8.15
1692,2024-08-30,Compte 1,Banque B,SFR,Internet,,-47.54
1435,2024-08-30,Compte 2,Banque A,DAB,Retrait,,-105.74
1431,2024-08-31,Compte 3,Banque C,Divers,Divers,,-84.32
1038,2024-08-31,Compte 2,Banque A,Hôpital,Santé,,-144.63
1723,2024-09-01,Compte 3,Banque C,Airbnb,Vacances,,-1040.91
2245,2024-09-02,Compte 1,Banque B,URSSAF,Impôts,,-1021.38
2583,2024-09-02,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-9.59
2394,2024-09-03,Compte 2,Banque A,EDF,Logement,,-470.39
2294,2024-09-03,Compte 2,Banque A,SFR,Téléphone,,-42.04
2688,2024-09-03,Compte 2,Banque A,Impôts,Impôts,,-292.27
1085,2024-09-03,Compte 3,Banque C,Divers,Divers,,-76.28
2576,2024-09-05,Compte 3,Banque C,Loyer,Logement,,-685.7
2061,2024-09-06,Compte 2,Banque A,Entreprise C,Salaire,,2268.72
517,2024-09-06,Compte 1,Banque B,Blablacar,Transport,,-11.28
469,2024-09-06,Compte 3,Banque C,Divers,Divers,,-70.5
2753,2024-09-07,Compte 3,Banque C,Livret A,Épargne,,456.86
669,2024-09-08,Compte 3,Banque C,Animalis,Animaux,,-46.58
2116,2024-09-08,Compte 3,Banque C,Divers,Divers,,-96.83
293,2024-09-09,Compte 2,Banque A,Banque Postale,Frais bancaires,,-8.63
1718,2024-09-09,Compte 1,Banque B,Zara,Vêtements,,-125.98
2027,2024-09-09,Compte 2,Banque A,Loyer,Logement,,-740.55
455,2024-09-09,Compte 3,Banque C,Bouygues,Téléphone,,-44.51
618,2024-09-10,Compte 2,Banque A,Orange,Internet,,-56.12
2917,2024-09-10,Compte 3,Banque C,Bouygues,Téléphone,,-39.52
1543,2024-09-11,Compte 3,Banque C,SNCF,Transport,,-70.44
94,2024-09-11,Compte 1,Banque B,Divers,Divers,,-8.52
2340,2024-09-11,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-8.0
1513,2024-09-11,Compte 1,Banque B,Livret A,Épargne,,370.55
1561,2024-09-12,Compte 1,Banque B,Loyer,Logement,,-425.45
2903,2024-09-12,Compte 3,Banque C,Spotify,Loisir,,-17.73
839,2024-09-12,Compte 1,Banque B,Mutuelle,Remboursement,,52.33
1894,2024-09-12,Compte 1,Banque B,Entreprise C,Salaire,,2780.48
569,2024-09-13,Compte 2,Banque A,Impôts,Impôts,,-472.53
